iter	RMSE
731	2.442050392
732	2.4404997
733	2.438270404
734	2.43677123
735	2.435798002
736	2.43340339
737	2.432344083
738	2.431511856
739	2.429666004
740	2.429593921
741	2.428187046
742	2.426934914
743	2.425719511
744	2.424406093
745	2.422763566
746	2.422712298
747	2.420821049
748	2.419806103
749	2.418801572
750	2.418732717
751	2.418593882
752	2.417542759
753	2.417474073
754	2.416221418
755	2.415263267
756	2.414222369
757	2.412478294
758	2.410833047
759	2.409560959
760	2.407801714
761	2.405143363
762	2.401620079
763	2.400315688
764	2.399263143
765	2.39761559
766	2.3959535
767	2.395078867
768	2.39425326
769	2.392357003
770	2.390761673
771	2.390037056
772	2.388952871
773	2.386661088
774	2.385760722
775	2.382655236
776	2.381428847
777	2.380794298
778	2.378555536
779	2.377669811
780	2.376354899
781	2.376080283
782	2.375028931
783	2.374958816
784	2.373125425
785	2.372197848
786	2.370367277
787	2.367456689
788	2.365655004
789	2.365454556
790	2.364755681
791	2.363982418
792	2.36225602
793	2.361170649
794	2.359873659
795	2.356826852
796	2.356783651
797	2.356174344
798	2.355135593
799	2.354157962
800	2.352477373
801	2.350965258
802	2.349754855
803	2.348942174
804	2.347701525
805	2.346405875
806	2.343684521
807	2.343017658
808	2.34297634
809	2.340671545
810	2.339281745
811	2.337495965
812	2.335122192
813	2.333901409
814	2.332829827
815	2.331242974
816	2.328863628
817	2.328821898
818	2.327651119
819	2.325608121
820	2.323232271
821	2.321813495
822	2.321358343
823	2.320193233
824	2.31933098
825	2.319286798
826	2.317407757
827	2.316585546
828	2.314995984
829	2.311878075
830	2.310704245
831	2.309597154
832	2.308675204
833	2.307712362
834	2.306698763
835	2.30567167
836	2.303485945
837	2.303438786
838	2.302142591
839	2.299964416
840	2.298305807
841	2.298262553
842	2.296778432
843	2.296701343
844	2.295319349
845	2.294994076
846	2.292963562
847	2.292174562
848	2.290684861
849	2.288125529
850	2.287649657
851	2.286338252
852	2.285074632
853	2.284384843
854	2.283551105
855	2.283098097
856	2.281544569
857	2.279964419
858	2.278822507
859	2.277388525
860	2.275774425
861	2.274483998
862	2.272420181
863	2.27016543
864	2.269594655
865	2.266892844
866	2.265794209
867	2.264423995
868	2.263630369
869	2.262175043
870	2.262118136
871	2.26087111
872	2.259708313
873	2.258898955
874	2.258077392
875	2.257268996
876	2.256094277
877	2.25426566
878	2.252873619
879	2.251373537
880	2.251333563
881	2.250987883
882	2.249135478
883	2.248101261
884	2.246447557
885	2.243727716
886	2.243145856
887	2.24102621
888	2.24046726
889	2.239867524
890	2.239650475
891	2.238813882
892	2.236542744
893	2.235546409
894	2.234332833
895	2.23417802
896	2.233297635
897	2.231970119
898	2.230461902
899	2.229770864
900	2.228183071
901	2.228133052
902	2.228012826
903	2.227836839
904	2.227505548
905	2.227069768
906	2.225869461
907	2.223311081
908	2.22313178
909	2.221771509
910	2.220712117
911	2.219868013
912	2.217685752
913	2.216649807
914	2.215353288
915	2.214336192
916	2.213253191
917	2.212604607
918	2.211181862
919	2.210535987
920	2.21015177
921	2.207076519
922	2.207026248
923	2.205188625
924	2.204954834
925	2.204854298
926	2.203350387
927	2.201277587
928	2.200709875
929	2.198957712
930	2.197927564
931	2.195442563
932	2.194924523
933	2.192697354
934	2.191515881
935	2.190348446
936	2.189056592
937	2.187564697
938	2.186422296
939	2.185730947
940	2.18233513
941	2.180140371
942	2.178799628
943	2.176852163
944	2.175832674
945	2.174611194
946	2.172694169
947	2.171904728
948	2.17066911
949	2.170287879
950	2.16787185
951	2.167841696
952	2.167371953
953	2.166746947
954	2.166274204
955	2.164441391
956	2.163328826
957	2.162623892
958	2.162066467
959	2.161038899
960	2.160446262
961	2.158374782
962	2.157655351
963	2.15699573
964	2.155160423
965	2.154400302
966	2.153682094
967	2.151785932
968	2.150683263
969	2.149507124
970	2.14852187
971	2.147122028
972	2.146167906
973	2.14514748
974	2.14447036
975	2.143119826
976	2.141717997
977	2.141254628
978	2.140481336
979	2.13896869
980	2.137085577
981	2.135539185
982	2.135397159
983	2.132598573
984	2.131032026
985	2.129206539
986	2.126729648
987	2.126180706
988	2.123508854
989	2.12210533
990	2.120875982
991	2.120599377
992	2.120127903
993	2.119166044
994	2.117236873
995	2.116606307
996	2.116401997
997	2.115375055
998	2.11453091
999	2.114304201
